,category,headline,authors,link,short_description,date
3880,TRAVEL,Food Trucks Land At Airport Waiting Lots,,https://www.huffingtonpost.comhttp://www.usatoday.com/story/travel/flights/2013/08/04/airports-food-trucks/2609067/,Airport cellphone waiting areas are starting to look like fast-food drive-ins. A number of airports are allowing food trucks,2013-08-06
3881,TRAVEL,Bizarre New Service Offers Home-Delivery Airplane Food,Suzy Strutner,https://www.huffingtonpost.com/entry/air-food-one-at-home-delivery_n_5869890.html,,2014-09-27
3882,TRAVEL,7 Reasons Why Japan Is Amazing For Solo Female Travelers,"Melissa Douglas, ContributorFreelance Travel Writer and Editor at www.highheelsandabackpac...",https://www.huffingtonpost.com/entry/7-reasons-why-japan-is-amazing-for-solo-female-travelers_us_5a0dd637e4b03fe7403f8410,"When choosing a suitable destination to travel to as a solo female, Japan may not be the first place that springs to mind",2017-11-17
3883,TRAVEL,What the F*ck Is Pachinko?,"Off Track Planet, Contributor
The Independent Travel Lifestyles Guide for the Young, Sexy an...",https://www.huffingtonpost.com/entry/what-the-fck-is-pachinko_us_5b9de965e4b03a1dcc8e926b,"Pachinko is basically a tricked-out version of pinball, with the game play area mounted vertically in front of the player (so that pachinko junkies can keep at it longer than if they were hunched over a horizontal machine).",2014-04-05
3884,WORLD NEWS,Spain's Prime Minister Says He Will Sack Catalonia's Government And Call For Regional Elections,,https://www.huffingtonpost.com/entry/spain-prime-minister-sack-catalonia-government_us_59eb3933e4b0a484d06389db,Mariano Rajoy said his government had taken this unprecedented decision to restore the law.,2017-10-21
3885,TRAVEL,7 Caribbean Islands You've Never Heard Of But Should Visit,,https://www.huffingtonpost.com/entry/7-caribbean-islands-youv_us_5b9dcae8e4b03a1dcc8cf14c,"Culebra Culebra is today what its sister island, Vieques, was 15 or so years ago. Though it sits 17-miles off the highly",2014-01-20
3886,TRAVEL,Prepare to Hit the Best Slopes in America With This Winter Powder Guide,"Roadtrippers, Contributor
Travel local.",https://www.huffingtonpost.com/entry/prepare-to-hit-the-best-s_us_5b9db8d6e4b03a1dcc8c05ad,"There's nothing quite like the feeling of strapping on some skis, jumping on the lift, and taking a deep breath before you barrel down a mountain just a little faster than you're comfortable with.",2013-12-17
3887,TRAVEL,A Breathtaking Photo Essay of Northern India,"TheCulture-ist, Contributor
The Culture-ist is an online magazine that covers conscious tr...",https://www.huffingtonpost.com/entry/a-breathtaking-photo-essay_us_5b9dab4ae4b03a1dcc8b2814,"India is a country exceedingly rich in culture -- overflowing with the smells, sights and sounds of life. It is both a rewarding and a challenging place to travel.",2013-11-21
3888,TRAVEL,Three of Europe's Most Hedonistic Cities: Part 1 - Rome,"Suzanne Aaronson, Contributor
Whatsworthit.com Founder & Publisher",https://www.huffingtonpost.com/entry/three-of-europes-most-hed_us_5b9d3f7de4b03a1dcc85ed5a,"Rome is a place of history, its very origin based on myth. However, these shopping, eating, and cocktail-ing locations are the real thing, and should be on the to-do list of any European vacationer.",2013-06-16
3889,TRAVEL,The Exceptional Traveler: Adventure in the Caribbean,"Bonnie Kassel, Contributor
Artist; Global Travel Writer; Author, 'Without a Spare'",https://www.huffingtonpost.com/entry/the-exceptional-traveler_us_5b9df6e9e4b03a1dcc8fa691,Any typical resort vacation in the Caribbean can be turned into an exciting adventure by taking advantage of the reliable and inexpensive ferry system that connects many of the islands.,2014-04-10
3890,WORLD NEWS,"North Korea Denounces Latest Round Of UN Sanctions, Vows To Take 'Righteous Action'",,https://www.huffingtonpost.com/entry/north-korea-sanctions-reaction_us_598814c0e4b041356ec099f7,"“There is no bigger mistake than the United States believing that its land is safe across the ocean.""",2017-08-07
3891,WORLD NEWS,Photos Show Destruction From Mexico's Strongest Earthquake In Decades,Jesselyn Cook,https://www.huffingtonpost.com/entry/mexico-earthquake-photos_us_59b2afa8e4b0354e441193e9,The 8.1-magnitude quake killed dozens of people and triggered a small tsunami.,2017-09-08
3892,TRAVEL,"The Remote, Lonely Wilds Of Chilean Patagonia (VIDEO, PHOTOS)",,https://www.huffingtonpost.com/entry/the-remote-lonely-wilds-of-patagonia_us_5b9b6137e4b03a1dcc7712c6,"In a 35-minute film that premiered February 16 at the Explorers Club in New York City, host Adri Murguia tells Faustino's",2012-02-27
3893,,Exotic Silhouette Photos to Inspire Your Travels,"Susan Portnoy, Contributor
The Insatiable Traveler",https://www.huffingtonpost.com/entry/post_us_5b9df207e4b03a1dcc8f483b,"Sure you can see more when it's light, but perhaps it's the darkness that inspires the imagination.",2014-03-26
3894,TRAVEL,Hotels For Some Fireside Warmth (PHOTOS),"Tablet, Contributor
Contributor",https://www.huffingtonpost.com/entry/hotels-for-some-fireside_us_5b9cd0ffe4b03a1dcc821698,"With winter upon us in the northern hemisphere, it's time to warm up with some of our favorite hotel hearths. Because whether you're high in the Alps or at the heart of a city, there's nothing quite like sitting by the fire.",2013-03-12
3895,WORLD NEWS,North Korea Wants To Be Seen And Heard After UN Sanctions,"Evelyn Leopold, ContributorVeteran UN correspondent",https://www.huffingtonpost.com/entry/n-korea-wants-to-be-seen-and-heard-after-un-sanctions_us_59b7669de4b0883782dec2b8,UNITED NATIONS – U.S. Ambassador Nikki Haley succeeded in getting another UN Security Council sanctions resolution adopted,2017-09-12
3896,TRAVEL,The Sunniest Spots In The World,Kate Auletta,https://www.huffingtonpost.com/entry/the-worlds-sunniest-place_us_5b9dd603e4b03a1dcc8d8ce2,"Sure, rain can be cozy and comforting, especially when you expect it (here's looking at you, Seattle). But what if you want",2014-02-06
3897,TRAVEL,5 Magnificent May Getaways,"MiniTime, Contributor
MiniTime is the first family travel site with personalized rec...",https://www.huffingtonpost.com/entry/5-magnificent-may-getaway_us_5b9d20e4e4b03a1dcc84bb08,"In much of North America, May marks the tail end of shoulder season -- that delicious spot just before summer temperatures and prices rise. Right now is an ideal time for a last-minute getaway. Here are five destinations that are ideal in May.",2013-05-07
3898,TRAVEL,"Federal Air Marshals Face A Hostile Work Environment, ABC News Reports",,https://www.huffingtonpost.com/entry/federal-air-marshals-face_us_5b9b4afde4b03a1dcc7669a2,An ABC News report that aired on Tuesday night investigates the apparently crazy world of air marshals. video platformvideo,2012-02-08
3899,TRAVEL,Keep Austin Weird,"Louise Roe, Contributor
TV presenter, fashion journalist, host of NBC's 'Fashion Star'",https://www.huffingtonpost.com/entry/keep-austin-weird-by-loui_us_5b9da43de4b03a1dcc8aa182,"Stab a pin into the center of Texas on a map, and you'll pretty much hit Austin. It's the live music capital of the world, home to the Texas Longhorns and the coolest (in my opinion) music festival ever, ever, ever -- SXSW -- this, is a city worth visiting.",2013-11-07
3900,TRAVEL,How to Choose Your Chicago Beach,"WHERE, ContributorLocal guides. Worldwide.",https://www.huffingtonpost.com/entry/chicagos-beaches_b_5500858.html,"Want to feel some sand between your toes? You don't have to go to the Caribbean, Rio or even South Florida.",2014-06-19
3901,TRAVEL,Airport Amenities Make Travel A Little Less Stressful,,https://www.huffingtonpost.com/entry/airport-amenities_us_5b9d9f13e4b03a1dcc8a590a,3. Museums & Exhibits These perfect distractions from the stress of travel appear at 12 of the 15 airports. According to,2013-10-25
3902,TRAVEL,'Airport 24/7: Miami' Recap: 'Category X' Takes On Miami Airport Security (VIDEO),,https://www.huffingtonpost.com/entry/airport-247-miami-recap-category-x_us_5b9c5e55e4b03a1dcc7e24ce,"In the clip above, an unidentified, seemingly confused woman yells at airport employees over their poor customer service",2012-10-10
3903,TRAVEL,13 Stunning Health and Wellness Retreats (PHOTOS),"Oyster.com, Contributor
The Hotel Tell-All",https://www.huffingtonpost.com/entry/13-stunning-health-and-we_us_5b9d458de4b03a1dcc8628e2,"For many of us, long days at the office, stress, and errands can get in the way of a healthy lifestyle. So we often look at our vacations not as a chance for a calorie binge (well, not always), but as a chance to hit the reset button and get back to our exercise and fitness regimens.",2013-06-18
3904,WORLD NEWS,Migrant Women Sentenced For Having Unmarried Sex In Qatar,"Ana P. Santos, Women & Girls",https://www.huffingtonpost.com/entry/migrant-women-sentenced-for-having-unmarried-sex-in-qatar_us_594e9630e4b02734df2ab014,"In Qatar, like in most of the Middle East, “zina” laws ban unmarried couples from having sex. Rights advocates say those",2017-06-24
3905,TRAVEL,Chef Marcus Samuelsson On Eating All Over The World,"Jetsetter, Contributor
Jetsetter is the go-to brand for travelers with discerning tas...",https://www.huffingtonpost.com/entry/chef-marcus-samuelsson-on-travel_us_5b9bedb7e4b03a1dcc7b3272,"Ethiopian-born, Gothenburg-raised and Harlem-settled chef Marcus Samuelsson took the flavors of his international past and infused them into his new memoir.",2012-07-01
3906,WORLD NEWS,Suicide Car Bomb Blast Kills Dozens In Afghan Capital,"By Hamid Shalizi and James Mackenzie, Reuters",https://www.huffingtonpost.com/entry/kabul-suicide-car-bombing_us_59757f6be4b0e79ec19a4aed,More than 40 others were wounded in the attack.,2017-07-24
3907,WORLD NEWS,Pope Francis Implores Trump To Respect 'Status Quo' On Jerusalem,,https://www.huffingtonpost.com/entry/pope-francis-trump-jerusalem_us_5a27c9dde4b02d3bfc36b111,"“I cannot keep quiet about my deep worry about the situation,"" he said.",2017-12-06
3908,TRAVEL,"Riding With the Mushers in the Alaska Iditarod, 'The Last Great Race on Earth' (SLIDESHOW)","Sue Frause, Contributor
Travel Journalist, Photographer",https://www.huffingtonpost.com/entry/alaskas-iditarod-the-last_us_5b9cdf26e4b03a1dcc8297d9,"On the first weekend in March, extreme sports fans from around the world descended upon the city of Anchorage, Alaska for the Iditarod Trail Sled Dog Race.",2013-04-23
3909,TRAVEL,Traveling in a Changing Climate,"Kevin Richberg, ContributorTravel Writer/Documentary Filmmaker",https://www.huffingtonpost.com/entry/traveling-in-a-changing-c_b_8091770.html,"What happens when you travel to your Labor Day adventure destination, and you discover that it's no longer there? How does something like that even happen?",2015-09-05
3910,TRAVEL,"Ioana Hociota, Grand Canyon Bride, Dies In 300-Foot Fall",David Lohr,https://www.huffingtonpost.com/entry/ioana-hociota-grand-canyon_us_5b9b7841e4b03a1dcc77dcf6,PHOTOS OF IOANA HOCIOTA: (Article Continues Below) National Park Service spokeswoman Shannan Marcak agreed. Hociota planned,2012-03-20
3911,TRAVEL,The Slow Travel Movement,"Richard Bangs, Contributor
Author, producer, travel & technology pioneer, co-founder Moun...",https://www.huffingtonpost.com/entry/the-slow-travel-movement_us_5b9da4a7e4b03a1dcc8aada1,"Slow travel is the deliberate deceleration of a journey so that the small looms large, the particle becomes profound, and the blood races with the adventure and discovery of the Amazon in every dewdrop, the Everest in every trail stone, the Redwoods in every swath of grass, and the galaxy within every snowflake.",2013-11-06
3912,WORLD NEWS,Angela Merkel Re-Elected As Chancellor For 4th Term,,https://www.huffingtonpost.com/entry/angela-merkel-reelected_us_5aa8eab6e4b001c8bf155b50,"""I accept the vote,"" she said.",2018-03-14
3913,TRAVEL,5 Reasons To Go To Jackson Hole This Spring,"Fodor's, Contributor
Fodors.com",https://www.huffingtonpost.com/entry/5-reasons-to-go-to-jackso_us_5b9df56ee4b03a1dcc8f8565,"There's no denying it: Jackson Hole is a ski town, best known for its great powder, gorgeous peaks, and challenging mountain courses. But that doesn't mean it's a complete ghost town come springtime.",2014-04-04
3914,WORLD NEWS,Murder In The Hague: Saudi-Iranian Proxy War Heats Up,"James M. Dorsey, ContributorS. Rajaratnam School of International Studies, Senior fellow",https://www.huffingtonpost.com/entry/murder-in-the-hague-saudi-iranian-proxy-war-heats_us_5a056ccae4b0cc46c52e697f,"By James M. Dorsey Shot dead this week on a street in The Hague, Ahmad Mola Nissi may have died the violent life he lived",2017-11-10
3915,TRAVEL,A 'Unique' Retreat In Sao Paulo,"Mark Eveleigh, Contributor
Photojournalist and author",https://www.huffingtonpost.com/entry/a-unique-retreat-in-sao-p_us_5b9b7e2fe4b03a1dcc780d9b,"At first glance, the strange boat-shaped ""melon-slice"" of Hotel Unique is unlike any other building you've ever seen before.",2012-03-26
3916,TRAVEL,The Best Airline Food Right Now According To An Expert Who’s Tasted It All,"Vogue, ContributorVogue",https://www.huffingtonpost.com/entry/the-best-airline-food-right-now-according-to-an-expert_us_585808b3e4b0d5f48e165179,"For Vogue, by BROOKE BOBB. Finding good food on a domestic flight is just about as rare as a traveler arriving to the airport",2016-12-19
3917,TRAVEL,I love cookies,"Willy Volk, Contributor
Director of Product, The Huffington Post",https://www.huffingtonpost.com/entry/cookies-yum_us_5b9d4362e4b03a1dcc861065,I love cookies. I love cookies. I love cookies. I love cookies. I love cookies. I love cookies. I love cookies. I love cookies,2014-01-31
3918,TRAVEL,Will 'Transparent' Airfares Hurt Travelers?,"Christopher Elliott, ContributorAuthor, How to Be the World's Smartest Traveler (and Save Time...",https://www.huffingtonpost.com/entry/will-transparent-airfares_b_5221594.html,"Remarkably, the proposed legislation enjoys bipartisan support, even from Democrats with distinguished records of supporting consumer rights. Critics have watched in amazement as this deceptively named bill has taxied toward the runway, apparently unstoppable.",2014-04-27
3919,TRAVEL,Air France Flight 447 Investigation Finds Pilot Error Was Responsible For Crash,,https://www.huffingtonpost.com/entry/air-france-flight-447-pilot_us_5b9bf43de4b03a1dcc7b5845,"Previous analyses of the crash have led to an outcry for better pilot training. The study, release today by the Bureau of",2012-07-05
3920,TRAVEL,Beach Travel: The World's Best Beach Restaurants (VIDEO),,https://www.huffingtonpost.com/entry/beach-travel-the-worlds-best-beach-restaurants_us_5b9bbb55e4b03a1dcc79ebee,Food and travel are intrinsically linked. Some of the fondest and most vivid travel memories center around stuffing one's,2012-05-31
