headline,authors,link,short_description,date,c_id
vacation rentals for first timers,"home away, contributor
homeaway.com",https://www.huffingtonpost.com/entry/vacation-rentals-first-timers_us_5b9bf92be4b03a1dcc7b7a88,vacation rentals for first timersrenting a vacation home for the first time may feel like a big deal. many travelers are so conditioned to book the cookie-cutter hotel room that they don't know there's another way.,2012-07-19,1
these are the most expensive travel days of the year,"marah alindogan, aol.com",https://www.huffingtonpost.com/entry/these-are-the-most-expensive-travel-days-of-the-year_us_5a8ef1cbe4b005bb0fef4586,"these are the most expensive travel days of the yearwe all love a good travel deal, so avoid these two days. there are two days of the year that are the absolute most expensive",2018-02-22,1
a halloween buffet: a scary food tour of the world,"the gypsynesters, contributor
contributor",https://www.huffingtonpost.com/entry/scary-food-tour-of-the-world_us_5b9d9ff2e4b03a1dcc8a66d0,"a halloween buffet: a scary food tour of the worldwe asked the web's best independent travel bloggers to send us their top ""weird food"" experiences. we hit a goldmine of unusual, unappetizing, or just plain unnerving regional food photos from around the world.",2013-10-28,1
europe's most beautiful villages,"travel + leisure, contributor
travelandleisure.com",https://www.huffingtonpost.com/entry/europes-most-beautiful-vi_us_5b9d91ebe4b03a1dcc89a218,"europe's most beautiful villagesthe notion of postcard-perfect villages steeped in old-world charm has inspired centuries of travelers to fan out across europe, seeking its secluded hamlets.",2013-10-04,1
love letters: missouri wine country,"love letters, contributor
an anthology of reflections on places the world over",https://www.huffingtonpost.com/entry/love-letters-st-louis_us_5b9d9feae4b03a1dcc8a6499,"love letters: missouri wine countryit's thanks to you, missouri wine country, that i feel at home in the midwest and know that the level of hospitality that your people put forth is something truly special. when i leave you, i feel re-energized and committed to honoring you in the only way that i know possible - on the plate.",2013-10-30,1
pilots sound off on united's massive mistake,suzy strutner,https://www.huffingtonpost.com/entry/pilots-united_us_58ecfb45e4b0ca64d9198e1b,pilots sound off on united's massive mistakeâsomeone would have given up their seat for the right price.â,2017-04-11,1
get unplugged at these 5 luxury escapes (photos),"necee regis, contributor
travel writer, food writer, photographer and oyster blogger",https://www.huffingtonpost.com/entry/get-unplugged-at-these-5_us_5b9bb663e4b03a1dcc79cc65,get unplugged at these 5 luxury escapes (photos)all our high-tech gadgets are wonderful but they often keep us tethered to the world when what we really want -- and need -- is a great escape.,2012-05-15,1
2 americans gored on second day of pamplona's running of the bulls,lee moran,https://www.huffingtonpost.com/entry/pamplona-san-fermin-bull-running-2017-day-2_us_59607d8ce4b0615b9e91b8e0,2 americans gored on second day of pamplona's running of the bullsten people were hospitalized following saturday's run.,2017-07-08,0
the new discovery route in wine coast country,"tina swithin, contributor
author, advocate and consultant",https://www.huffingtonpost.com/entry/the-new-discovery-route_us_5b9d2cfbe4b03a1dcc85325a,"the new discovery route in wine coast countrythe discovery route is perfectly situated along the california coast, midway between los angeles and san francisco and is the ideal getaway for vacationing families or couples seeking the experience of a lifetime.",2013-05-20,1
"unexpected indianapolis: blues, burlesque and brains in jars","lonely planet, contributor
lonely planet is the place to turn for every kind of trip insp...",https://www.huffingtonpost.com/entry/unexpected-indianapolis-super-bowl_us_5b9b4332e4b03a1dcc7611c0,"unexpected indianapolis: blues, burlesque and brains in jarsas the super bowl host on february 5, indianapolis jumps into the spotlight, and you can bet an ear of corn you'll hear all about its race cars and mighty museums. but what about its burlesque shows and brains in jars?",2012-01-30,1
roosevelt island's new four freedoms park flourishes in winter (photos),"margie goldsmith, contributor
has traveled to 130 countries and written about them all",https://www.huffingtonpost.com/entry/the-roosevelti-island-fou_us_5b9caafde4b03a1dcc80b656,"roosevelt island's new four freedoms park flourishes in winter (photos)the stone is as grey as the sky. it is beautiful and absolutely silent, a true oasis just a river's length away from bustling midtown and the fdr drive.",2012-12-27,1
your weekly travel zen: bermuda,brittany binowski,https://www.huffingtonpost.com/entry/your-weekly-travel-zen-be_us_5b9d5d62e4b03a1dcc8715c4,your weekly travel zen: bermudathis week's moment of travel zen comes to us from tanya woodward on the beach at the fairmont southhampton in bermuda. and,2013-07-21,1
"spanish super-fort is a must-see in cartagena, colombia","bob schulman, contributor
travel editor, watchboom.com",https://www.huffingtonpost.com/entry/spanish-superfort-is-a-mu_us_5b9d9387e4b03a1dcc89b645,"spanish super-fort is a must-see in cartagena, colombialooking much like a mountain of concrete, the monster fortress of castillo san felipe de barajas (named after spain's king philip iv) is in remarkably good shape. it covers a 130-foot-high hill towering over the city.",2013-10-08,1
savvy traveler: language learning in the age of the ipad,"monique stringfellow, contributor
travel writer",https://www.huffingtonpost.com/entry/savvy-traveler-language-l_us_5b9c48d3e4b03a1dcc7d8f4e,"savvy traveler: language learning in the age of the ipadthe ultimate travel accessory? more than a hardcase tumi carry-on or sleek leather passport holder, it's an at-least elementary grasp of your destination's native tongue. from reading menus to asking directions, dealing with local transportation -- and not getting taken for a ride -- familiarizing yourself with the lingua franca might just be the singlemost important thing you can do to improve your travel experience.",2012-09-18,1
playing with fire: trumpâs iran policy risks cloning north korea,"james m. dorsey, contributors. rajaratnam school of international studies, senior fellow",https://www.huffingtonpost.com/entry/playing-with-fire-trumps-iran-policy-risks-cloning_us_5982a2bce4b03d0624b0ac30,playing with fire: trumpâs iran policy risks cloning north koreaby james m. dorsey as us president donald j. trump gropes with a set of bad options for responding to north koreaâs rapidly,2017-08-03,0
jembatan akar: indonesia's living root bridge,emi boscamp,https://www.huffingtonpost.com/entry/living-root-bridge-indonesia_us_5b9d469ee4b03a1dcc863511,"jembatan akar: indonesia's living root bridgethere are some pretty cool bridges all over the world, constructed by engineers to serve not only as utilitarian structures",2013-06-21,1
america out the train window (photos),"pierre r. berastaã­n, contributor
undocumented #daca; gender based violence advocate and writer",https://www.huffingtonpost.com/entry/america-out-the-train-win_us_5b9c3cafe4b03a1dcc7d48b6,"america out the train window (photos)for long-distance travel, aerial crafts have replaced terrestrial vehicles. consequently, we now think in terms of destinations rather than journeys.",2012-09-07,1
"surprising, smart secrets of top travel pros","laura manske, contributor
travel trendspotter, culture vulture, idea genie",https://www.huffingtonpost.com/entry/smart-and-surprising-secr_us_5b9d1a37e4b03a1dcc84778c,"surprising, smart secrets of top travel prosâ¢ slip the sephora instant depuffing eye mask (sephora.com) under your sleep mask on flights and you'll arrive looking fresh",2013-04-30,1
female candidates face violence and abuse ahead of kenyan election,"robert kibet, women & girls",https://www.huffingtonpost.com/entry/female-candidates-face-violence-and-abuse-ahead-of-kenyan-election_us_59790489e4b0da64e8763d4e,"female candidates face violence and abuse ahead of kenyan electionkenyan women running for election on august 8 face harassment, abuse and even violence. but they say they wonât be intimidated",2017-07-26,0
expat recovery room: digging stratonikeia,"mike dunphy, contributor
writer, editor, teacher",https://www.huffingtonpost.com/entry/digging-stratonikeia_us_5b9dabe5e4b03a1dcc8b3261,"expat recovery room: digging stratonikeiasixty miles east of bodrum, in the upper marsyas valley, yet another ancient metropolis is shedding more than a millennium of earth and sparkling in the sun again -- stratonikeia.",2013-12-06,1
"earthquake in china's sichuan province kills at least 19, injures 247","christian shepherd, reuters",https://www.huffingtonpost.com/entry/china-sichuan-quake_us_598a53e0e4b0449ed50663da,"earthquake in china's sichuan province kills at least 19, injures 247the 7.0-magnitude temblor struck a remote and mountainous region.",2017-08-09,0
8 unique hotel activities around the world (photos),"hotelscombined.com, contributor
hotel price comparison site",https://www.huffingtonpost.com/entry/the-eight-most-unique-hot_us_5b9c5f3be4b03a1dcc7e2ce9,"8 unique hotel activities around the world (photos)while there's certainly nothing wrong with a game of golf or tennis, sometimes it's nice to mix things up and try something that's a little out of the ordinary.",2012-10-08,1
"riviera nayarit named top destination in ""where to travel in 2014"" by arthur frommer","nicholas kontis, contributor
author, travel journalist",https://www.huffingtonpost.com/entry/riviera-nayarit-named-top_us_5b9dd1afe4b03a1dcc8d47aa,"riviera nayarit named top destination in ""where to travel in 2014"" by arthur frommerit was that one day of filming at grand central station in new york city that changed my life forever as a travel aficionado and propelled me into my life long profession as a travel entrepreneur.",2014-02-14,1
ten inspiring travel books and what they taught me about adventure,"adventure collection, contributor
premier travel companies",https://www.huffingtonpost.com/entry/ten-inspiring-travel-book_us_5b9d4d68e4b03a1dcc866fbc,"ten inspiring travel books and what they taught me about adventurehere are my 10 choices for the most inspiring travel tomes i've ever read. through the years, they've taken me on introspective, imaginative, wild, reflective and humorous journeys and road trips.",2013-07-01,1
